gh-upper-east,road_quality_index,MODEL_INPUT,pre_hybrid_phase_2_1/geographic_access.csv,retained structured model input,0.775,0.775,identity,Not directly derived from current DHS microdata.
gh-upper-east,transport_cost_usd,MODEL_INPUT,pre_hybrid_phase_2_1/geographic_access.csv,retained structured model input,8.1,8.1,identity,Not directly derived from current DHS microdata.
gh-volta,avg_distance_to_emonc_km,MODEL_INPUT,pre_hybrid_phase_2_1/geographic_access.csv,retained structured model input,12.00,12.00,identity,Not directly derived from current DHS microdata.
gh-volta,avg_travel_time_hours,MODEL_INPUT,pre_hybrid_phase_2_1/geographic_access.csv,retained structured model input,1.30,1.30,identity,Not directly derived from current DHS microdata.
gh-volta,road_quality_index,MODEL_INPUT,pre_hybrid_phase_2_1/geographic_access.csv,retained structured model input,0.85,0.85,identity,Not directly derived from current DHS microdata.
gh-volta,transport_cost_usd,MODEL_INPUT,pre_hybrid_phase_2_1/geographic_access.csv,retained structured model input,5.4,5.4,identity,Not directly derived from current DHS microdata.
gh-ashanti,avg_distance_to_emonc_km,MODEL_INPUT,pre_hybrid_phase_2_1/geographic_access.csv,retained structured model input,6.50,6.50,identity,Not directly derived from current DHS microdata.
gh-ashanti,avg_travel_time_hours,MODEL_INPUT,pre_hybrid_phase_2_1/geographic_access.csv,retained structured model input,0.80,0.80,identity,Not directly derived from current DHS microdata.
gh-ashanti,road_quality_index,MODEL_INPUT,pre_hybrid_phase_2_1/geographic_access.csv,retained structured model input,0.91875,0.91875,identity,Not directly derived from current DHS microdata.
gh-ashanti,transport_cost_usd,MODEL_INPUT,pre_hybrid_phase_2_1/geographic_access.csv,retained structured model input,2.9,2.9,identity,Not directly derived from current DHS microdata.
gh-accra,avg_distance_to_emonc_km,MODEL_INPUT,pre_hybrid_phase_2_1/geographic_access.csv,retained structured model input,5.20,5.20,identity,Not directly derived from current DHS microdata.
gh-accra,avg_travel_time_hours,MODEL_INPUT,pre_hybrid_phase_2_1/geographic_access.csv,retained structured model input,0.70,0.70,identity,Not directly derived from current DHS microdata.
gh-accra,road_quality_index,MODEL_INPUT,pre_hybrid_phase_2_1/geographic_access.csv,retained structured model input,0.935,0.935,identity,Not directly derived from current DHS microdata.
gh-accra,transport_cost_usd,MODEL_INPUT,pre_hybrid_phase_2_1/geographic_access.csv,retained structured model input,2.3,2.3,identity,Not directly derived from current DHS microdata.
et-somali,avg_distance_to_emonc_km,MODEL_INPUT,pre_hybrid_phase_2_1/geographic_access.csv,retained structured model input,48.00,48.00,identity,Not directly derived from current DHS microdata.
et-somali,avg_travel_time_hours,MODEL_INPUT,pre_hybrid_phase_2_1/geographic_access.csv,retained structured model input,4.50,4.50,identity,Not directly derived from current DHS microdata.
et-somali,road_quality_index,MODEL_INPUT,pre_hybrid_phase_2_1/geographic_access.csv,retained structured model input,0.4,0.4,identity,Not directly derived from current DHS microdata.
et-somali,transport_cost_usd,MODEL_INPUT,pre_hybrid_phase_2_1/geographic_access.csv,retained structured model input,21.6,21.6,identity,Not directly derived from current DHS microdata.
et-afar,avg_distance_to_emonc_km,MODEL_INPUT,pre_hybrid_phase_2_1/geographic_access.csv,retained structured model input,56.00,56.00,identity,Not directly derived from current DHS microdata.
et-afar,avg_travel_time_hours,MODEL_INPUT,pre_hybrid_phase_2_1/geographic_access.csv,retained structured model input,5.10,5.10,identity,Not directly derived from current DHS microdata.
et-afar,road_quality_index,MODEL_INPUT,pre_hybrid_phase_2_1/geographic_access.csv,retained structured model input,0.30000000000000004,0.30000000000000004,identity,Not directly derived from current DHS microdata.
et-afar,transport_cost_usd,MODEL_INPUT,pre_hybrid_phase_2_1/geographic_access.csv,retained structured model input,25.2,25.2,identity,Not directly derived from current DHS microdata.
et-oromia,avg_distance_to_emonc_km,MODEL_INPUT,pre_hybrid_phase_2_1/geographic_access.csv,retained structured model input,18.00,18.00,identity,Not directly derived from current DHS microdata.
et-oromia,avg_travel_time_hours,MODEL_INPUT,pre_hybrid_phase_2_1/geographic_access.csv,retained structured model input,1.90,1.90,identity,Not directly derived from current DHS microdata.
et-oromia,road_quality_index,MODEL_INPUT,pre_hybrid_phase_2_1/geographic_access.csv,retained structured model input,0.775,0.775,identity,Not directly derived from current DHS microdata.
et-oromia,transport_cost_usd,MODEL_INPUT,pre_hybrid_phase_2_1/geographic_access.csv,retained structured model input,8.1,8.1,identity,Not directly derived from current DHS microdata.
et-amhara,avg_distance_to_emonc_km,MODEL_INPUT,pre_hybrid_phase_2_1/geographic_access.csv,retained structured model input,22.00,22.00,identity,Not directly derived from current DHS microdata.
et-amhara,avg_travel_time_hours,MODEL_INPUT,pre_hybrid_phase_2_1/geographic_access.csv,retained structured model input,2.30,2.30,identity,Not directly derived from current DHS microdata.
et-amhara,road_quality_index,MODEL_INPUT,pre_hybrid_phase_2_1/geographic_access.csv,retained structured model input,0.725,0.725,identity,Not directly derived from current DHS microdata.
et-amhara,transport_cost_usd,MODEL_INPUT,pre_hybrid_phase_2_1/geographic_access.csv,retained structured model input,9.9,9.9,identity,Not directly derived from current DHS microdata.
et-tigray,avg_distance_to_emonc_km,MODEL_INPUT,pre_hybrid_phase_2_1/geographic_access.csv,retained structured model input,24.00,24.00,identity,Not directly derived from current DHS microdata.
et-tigray,avg_travel_time_hours,MODEL_INPUT,pre_hybrid_phase_2_1/geographic_access.csv,retained structured model input,2.60,2.60,identity,Not directly derived from current DHS microdata.
et-tigray,road_quality_index,MODEL_INPUT,pre_hybrid_phase_2_1/geographic_access.csv,retained structured model input,0.7,0.7,identity,Not directly derived from current DHS microdata.
et-tigray,transport_cost_usd,MODEL_INPUT,pre_hybrid_phase_2_1/geographic_access.csv,retained structured model input,10.8,10.8,identity,Not directly derived from current DHS microdata.
ke-garissa,community_trust_baseline,MODEL_INPUT,pre_hybrid_phase_2_1/model_context.csv,retained structured model input,0.72,0.72,identity,Not directly derived from current DHS microdata.
ke-garissa,facility_delivery_fee_usd,MODEL_INPUT,pre_hybrid_phase_2_1/model_context.csv,retained structured model input,18,18,identity,Not directly derived from current DHS microdata.
ke-garissa,baseline_complication_rate,MODEL_INPUT,pre_hybrid_phase_2_1/model_context.csv,retained structured model input,0.15,0.15,identity,Not directly derived from current DHS microdata.
ke-garissa,wealth_quintiles_mmr,MODEL_INPUT,pre_hybrid_phase_2_1/model_context.csv,retained structured model input,"{""q1_poorest"": 890, ""q2_poor"": 760, ""q3_middle"": 610, ""q4_richer"": 490, ""q5_richest"": 340}","{""q1_poorest"": 890, ""q2_poor"": 760, ""q3_middle"": 610, ""q4_richer"": 490, ""q5_richest"": 340}",identity,Not directly derived from current DHS microdata.
ke-turkana,community_trust_baseline,MODEL_INPUT,pre_hybrid_phase_2_1/model_context.csv,retained structured model input,0.72,0.72,identity,Not directly derived from current DHS microdata.
ke-turkana,facility_delivery_fee_usd,MODEL_INPUT,pre_hybrid_phase_2_1/model_context.csv,retained structured model input,18,18,identity,Not directly derived from current DHS microdata.
ke-turkana,baseline_complication_rate,MODEL_INPUT,pre_hybrid_phase_2_1/model_context.csv,retained structured model input,0.15,0.15,identity,Not directly derived from current DHS microdata.
ke-turkana,wealth_quintiles_mmr,MODEL_INPUT,pre_hybrid_phase_2_1/model_context.csv,retained structured model input,"{""q1_poorest"": 980, ""q2_poor"": 840, ""q3_middle"": 690, ""q4_richer"": 520, ""q5_richest"": 380}","{""q1_poorest"": 980, ""q2_poor"": 840, ""q3_middle"": 690, ""q4_richer"": 520, ""q5_richest"": 380}",identity,Not directly derived from current DHS microdata.
ke-kilifi,community_trust_baseline,MODEL_INPUT,pre_hybrid_phase_2_1/model_context.csv,retained structured model input,0.72,0.72,identity,Not directly derived from current DHS microdata.
ke-kilifi,facility_delivery_fee_usd,MODEL_INPUT,pre_hybrid_phase_2_1/model_context.csv,retained structured model input,18,18,identity,Not directly derived from current DHS microdata.
ke-kilifi,baseline_complication_rate,MODEL_INPUT,pre_hybrid_phase_2_1/model_context.csv,retained structured model input,0.15,0.15,identity,Not directly derived from current DHS microdata.
ke-kilifi,wealth_quintiles_mmr,MODEL_INPUT,pre_hybrid_phase_2_1/model_context.csv,retained structured model input,"{""q1_poorest"": 650, ""q2_poor"": 540, ""q3_middle"": 450, ""q4_richer"": 360, ""q5_richest"": 260}","{""q1_poorest"": 650, ""q2_poor"": 540, ""q3_middle"": 450, ""q4_richer"": 360, ""q5_richest"": 260}",identity,Not directly derived from current DHS microdata.
ke-kisumu,community_trust_baseline,MODEL_INPUT,pre_hybrid_phase_2_1/model_context.csv,retained structured model input,0.72,0.72,identity,Not directly derived from current DHS microdata.
ke-kisumu,facility_delivery_fee_usd,MODEL_INPUT,pre_hybrid_phase_2_1/model_context.csv,retained structured model input,18,18,identity,Not directly derived from current DHS microdata.
ke-kisumu,baseline_complication_rate,MODEL_INPUT,pre_hybrid_phase_2_1/model_context.csv,retained structured model input,0.15,0.15,identity,Not directly derived from current DHS microdata.
ke-kisumu,wealth_quintiles_mmr,MODEL_INPUT,pre_hybrid_phase_2_1/model_context.csv,retained structured model input,"{""q1_poorest"": 680, ""q2_poor"": 560, ""q3_middle"": 460, ""q4_richer"": 380, ""q5_richest"": 240}","{""q1_poorest"": 680, ""q2_poor"": 560, ""q3_middle"": 460, ""q4_richer"": 380, ""q5_richest"": 240}",identity,Not directly derived from current DHS microdata.
ke-kakamega,community_trust_baseline,MODEL_INPUT,pre_hybrid_phase_2_1/model_context.csv,retained structured model input,0.72,0.72,identity,Not directly derived from current DHS microdata.
ke-kakamega,facility_delivery_fee_usd,MODEL_INPUT,pre_hybrid_phase_2_1/model_context.csv,retained structured model input,18,18,identity,Not directly derived from current DHS microdata.
ke-kakamega,baseline_complication_rate,MODEL_INPUT,pre_hybrid_phase_2_1/model_context.csv,retained structured model input,0.15,0.15,identity,Not directly derived from current DHS microdata.
ke-kakamega,wealth_quintiles_mmr,MODEL_INPUT,pre_hybrid_phase_2_1/model_context.csv,retained structured model input,"{""q1_poorest"": 710, ""q2_poor"": 590, ""q3_middle"": 480, ""q4_richer"": 390, ""q5_richest"": 270}","{""q1_poorest"": 710, ""q2_poor"": 590, ""q3_middle"": 480, ""q4_richer"": 390, ""q5_richest"": 270}",identity,Not directly derived from current DHS microdata.
tz-mwanza,community_trust_baseline,MODEL_INPUT,pre_hybrid_phase_2_1/model_context.csv,retained structured model input,0.72,0.72,identity,Not directly derived from current DHS microdata.
tz-mwanza,facility_delivery_fee_usd,MODEL_INPUT,pre_hybrid_phase_2_1/model_context.csv,retained structured model input,18,18,identity,Not directly derived from current DHS microdata.
tz-mwanza,baseline_complication_rate,MODEL_INPUT,pre_hybrid_phase_2_1/model_context.csv,retained structured model input,0.15,0.15,identity,Not directly derived from current DHS microdata.
tz-mwanza,wealth_quintiles_mmr,MODEL_INPUT,pre_hybrid_phase_2_1/model_context.csv,retained structured model input,"{""q1_poorest"": 740, ""q2_poor"": 620, ""q3_middle"": 505, ""q4_richer"": 410, ""q5_richest"": 290}","{""q1_poorest"": 740, ""q2_poor"": 620, ""q3_middle"": 505, ""q4_richer"": 410, ""q5_richest"": 290}",identity,Not directly derived from current DHS microdata.
tz-kigoma,community_trust_baseline,MODEL_INPUT,pre_hybrid_phase_2_1/model_context.csv,retained structured model input,0.72,0.72,identity,Not directly derived from current DHS microdata.
tz-kigoma,facility_delivery_fee_usd,MODEL_INPUT,pre_hybrid_phase_2_1/model_context.csv,retained structured model input,18,18,identity,Not directly derived from current DHS microdata.
tz-kigoma,baseline_complication_rate,MODEL_INPUT,pre_hybrid_phase_2_1/model_context.csv,retained structured model input,0.15,0.15,identity,Not directly derived from current DHS microdata.
tz-kigoma,wealth_quintiles_mmr,MODEL_INPUT,pre_hybrid_phase_2_1/model_context.csv,retained structured model input,"{""q1_poorest"": 860, ""q2_poor"": 720, ""q3_middle"": 590, ""q4_richer"": 470, ""q5_richest"": 330}","{""q1_poorest"": 860, ""q2_poor"": 720, ""q3_middle"": 590, ""q4_richer"": 470, ""q5_richest"": 330}",identity,Not directly derived from current DHS microdata.
tz-dodoma,community_trust_baseline,MODEL_INPUT,pre_hybrid_phase_2_1/model_context.csv,retained structured model input,0.72,0.72,identity,Not directly derived from current DHS microdata.
tz-dodoma,facility_delivery_fee_usd,MODEL_INPUT,pre_hybrid_phase_2_1/model_context.csv,retained structured model input,18,18,identity,Not directly derived from current DHS microdata.
tz-dodoma,baseline_complication_rate,MODEL_INPUT,pre_hybrid_phase_2_1/model_context.csv,retained structured model input,0.15,0.15,identity,Not directly derived from current DHS microdata.
tz-dodoma,wealth_quintiles_mmr,MODEL_INPUT,pre_hybrid_phase_2_1/model_context.csv,retained structured model input,"{""q1_poorest"": 610, ""q2_poor"": 510, ""q3_middle"": 420, ""q4_richer"": 340, ""q5_richest"": 230}","{""q1_poorest"": 610, ""q2_poor"": 510, ""q3_middle"": 420, ""q4_richer"": 340, ""q5_richest"": 230}",identity,Not directly derived from current DHS microdata.
tz-arusha,community_trust_baseline,MODEL_INPUT,pre_hybrid_phase_2_1/model_context.csv,retained structured model input,0.72,0.72,identity,Not directly derived from current DHS microdata.
tz-arusha,facility_delivery_fee_usd,MODEL_INPUT,pre_hybrid_phase_2_1/model_context.csv,retained structured model input,18,18,identity,Not directly derived from current DHS microdata.
tz-arusha,baseline_complication_rate,MODEL_INPUT,pre_hybrid_phase_2_1/model_context.csv,retained structured model input,0.15,0.15,identity,Not directly derived from current DHS microdata.
tz-arusha,wealth_quintiles_mmr,MODEL_INPUT,pre_hybrid_phase_2_1/model_context.csv,retained structured model input,"{""q1_poorest"": 640, ""q2_poor"": 530, ""q3_middle"": 440, ""q4_richer"": 350, ""q5_richest"": 240}","{""q1_poorest"": 640, ""q2_poor"": 530, ""q3_middle"": 440, ""q4_richer"": 350, ""q5_richest"": 240}",identity,Not directly derived from current DHS microdata.
tz-morogoro,community_trust_baseline,MODEL_INPUT,pre_hybrid_phase_2_1/model_context.csv,retained structured model input,0.72,0.72,identity,Not directly derived from current DHS microdata.
tz-morogoro,facility_delivery_fee_usd,MODEL_INPUT,pre_hybrid_phase_2_1/model_context.csv,retained structured model input,18,18,identity,Not directly derived from current DHS microdata.
tz-morogoro,baseline_complication_rate,MODEL_INPUT,pre_hybrid_phase_2_1/model_context.csv,retained structured model input,0.15,0.15,identity,Not directly derived from current DHS microdata.
tz-morogoro,wealth_quintiles_mmr,MODEL_INPUT,pre_hybrid_phase_2_1/model_context.csv,retained structured model input,"{""q1_poorest"": 710, ""q2_poor"": 585, ""q3_middle"": 480, ""q4_richer"": 395, ""q5_richest"": 280}","{""q1_poorest"": 710, ""q2_poor"": 585, ""q3_middle"": 480, ""q4_richer"": 395, ""q5_richest"": 280}",identity,Not directly derived from current DHS microdata.
ug-gulu,community_trust_baseline,MODEL_INPUT,pre_hybrid_phase_2_1/model_context.csv,retained structured model input,0.72,0.72,identity,Not directly derived from current DHS microdata.
ug-gulu,facility_delivery_fee_usd,MODEL_INPUT,pre_hybrid_phase_2_1/model_context.csv,retained structured model input,18,18,identity,Not directly derived from current DHS microdata.
ug-gulu,baseline_complication_rate,MODEL_INPUT,pre_hybrid_phase_2_1/model_context.csv,retained structured model input,0.15,0.15,identity,Not directly derived from current DHS microdata.
ug-gulu,wealth_quintiles_mmr,MODEL_INPUT,pre_hybrid_phase_2_1/model_context.csv,retained structured model input,"{""q1_poorest"": 620, ""q2_poor"": 505, ""q3_middle"": 415, ""q4_richer"": 335, ""q5_richest"": 230}","{""q1_poorest"": 620, ""q2_poor"": 505, ""q3_middle"": 415, ""q4_richer"": 335, ""q5_richest"": 230}",identity,Not directly derived from current DHS microdata.
ug-arua,community_trust_baseline,MODEL_INPUT,pre_hybrid_phase_2_1/model_context.csv,retained structured model input,0.72,0.72,identity,Not directly derived from current DHS microdata.
ug-arua,facility_delivery_fee_usd,MODEL_INPUT,pre_hybrid_phase_2_1/model_context.csv,retained structured model input,18,18,identity,Not directly derived from current DHS microdata.
ug-arua,baseline_complication_rate,MODEL_INPUT,pre_hybrid_phase_2_1/model_context.csv,retained structured model input,0.15,0.15,identity,Not directly derived from current DHS microdata.
ug-arua,wealth_quintiles_mmr,MODEL_INPUT,pre_hybrid_phase_2_1/model_context.csv,retained structured model input,"{""q1_poorest"": 715, ""q2_poor"": 590, ""q3_middle"": 485, ""q4_richer"": 390, ""q5_richest"": 275}","{""q1_poorest"": 715, ""q2_poor"": 590, ""q3_middle"": 485, ""q4_richer"": 390, ""q5_richest"": 275}",identity,Not directly derived from current DHS microdata.
ug-moroto,community_trust_baseline,MODEL_INPUT,pre_hybrid_phase_2_1/model_context.csv,retained structured model input,0.72,0.72,identity,Not directly derived from current DHS microdata.
ug-moroto,facility_delivery_fee_usd,MODEL_INPUT,pre_hybrid_phase_2_1/model_context.csv,retained structured model input,18,18,identity,Not directly derived from current DHS microdata.
ug-moroto,baseline_complication_rate,MODEL_INPUT,pre_hybrid_phase_2_1/model_context.csv,retained structured model input,0.15,0.15,identity,Not directly derived from current DHS microdata.
ug-moroto,wealth_quintiles_mmr,MODEL_INPUT,pre_hybrid_phase_2_1/model_context.csv,retained structured model input,"{""q1_poorest"": 950, ""q2_poor"": 810, ""q3_middle"": 660, ""q4_richer"": 500, ""q5_richest"": 360}","{""q1_poorest"": 950, ""q2_poor"": 810, ""q3_middle"": 660, ""q4_richer"": 500, ""q5_richest"": 360}",identity,Not directly derived from current DHS microdata.
ug-jinja,community_trust_baseline,MODEL_INPUT,pre_hybrid_phase_2_1/model_context.csv,retained structured model input,0.72,0.72,identity,Not directly derived from current DHS microdata.
ug-jinja,facility_delivery_fee_usd,MODEL_INPUT,pre_hybrid_phase_2_1/model_context.csv,retained structured model input,18,18,identity,Not directly derived from current DHS microdata.
ug-jinja,baseline_complication_rate,MODEL_INPUT,pre_hybrid_phase_2_1/model_context.csv,retained structured model input,0.15,0.15,identity,Not directly derived from current DHS microdata.
ug-jinja,wealth_quintiles_mmr,MODEL_INPUT,pre_hybrid_phase_2_1/model_context.csv,retained structured model input,"{""q1_poorest"": 540, ""q2_poor"": 440, ""q3_middle"": 360, ""q4_richer"": 290, ""q5_richest"": 200}","{""q1_poorest"": 540, ""q2_poor"": 440, ""q3_middle"": 360, ""q4_richer"": 290, ""q5_richest"": 200}",identity,Not directly derived from current DHS microdata.
ug-mbarara,community_trust_baseline,MODEL_INPUT,pre_hybrid_phase_2_1/model_context.csv,retained structured model input,0.72,0.72,identity,Not directly derived from current DHS microdata.
ug-mbarara,facility_delivery_fee_usd,MODEL_INPUT,pre_hybrid_phase_2_1/model_context.csv,retained structured model input,18,18,identity,Not directly derived from current DHS microdata.
ug-mbarara,baseline_complication_rate,MODEL_INPUT,pre_hybrid_phase_2_1/model_context.csv,retained structured model input,0.15,0.15,identity,Not directly derived from current DHS microdata.
ug-mbarara,wealth_quintiles_mmr,MODEL_INPUT,pre_hybrid_phase_2_1/model_context.csv,retained structured model input,"{""q1_poorest"": 520, ""q2_poor"": 425, ""q3_middle"": 350, ""q4_richer"": 280, ""q5_richest"": 195}","{""q1_poorest"": 520, ""q2_poor"": 425, ""q3_middle"": 350, ""q4_richer"": 280, ""q5_richest"": 195}",identity,Not directly derived from current DHS microdata.
gh-northern,community_trust_baseline,MODEL_INPUT,pre_hybrid_phase_2_1/model_context.csv,retained structured model input,0.72,0.72,identity,Not directly derived from current DHS microdata.
gh-northern,facility_delivery_fee_usd,MODEL_INPUT,pre_hybrid_phase_2_1/model_context.csv,retained structured model input,2.5,2.5,identity,Not directly derived from current DHS microdata.
gh-northern,baseline_complication_rate,MODEL_INPUT,pre_hybrid_phase_2_1/model_context.csv,retained structured model input,0.15,0.15,identity,Not directly derived from current DHS microdata.
gh-northern,wealth_quintiles_mmr,MODEL_INPUT,pre_hybrid_phase_2_1/model_context.csv,retained structured model input,"{""q1_poorest"": 580, ""q2_poor"": 480, ""q3_middle"": 395, ""q4_richer"": 315, ""q5_richest"": 215}","{""q1_poorest"": 580, ""q2_poor"": 480, ""q3_middle"": 395, ""q4_richer"": 315, ""q5_richest"": 215}",identity,Not directly derived from current DHS microdata.
gh-upper-east,community_trust_baseline,MODEL_INPUT,pre_hybrid_phase_2_1/model_context.csv,retained structured model input,0.72,0.72,identity,Not directly derived from current DHS microdata.
gh-upper-east,facility_delivery_fee_usd,MODEL_INPUT,pre_hybrid_phase_2_1/model_context.csv,retained structured model input,2.5,2.5,identity,Not directly derived from current DHS microdata.
gh-upper-east,baseline_complication_rate,MODEL_INPUT,pre_hybrid_phase_2_1/model_context.csv,retained structured model input,0.15,0.15,identity,Not directly derived from current DHS microdata.
gh-upper-east,wealth_quintiles_mmr,MODEL_INPUT,pre_hybrid_phase_2_1/model_context.csv,retained structured model input,"{""q1_poorest"": 620, ""q2_poor"": 510, ""q3_middle"": 420, ""q4_richer"": 335, ""q5_richest"": 235}","{""q1_poorest"": 620, ""q2_poor"": 510, ""q3_middle"": 420, ""q4_richer"": 335, ""q5_richest"": 235}",identity,Not directly derived from current DHS microdata.
gh-volta,community_trust_baseline,MODEL_INPUT,pre_hybrid_phase_2_1/model_context.csv,retained structured model input,0.72,0.72,identity,Not directly derived from current DHS microdata.
gh-volta,facility_delivery_fee_usd,MODEL_INPUT,pre_hybrid_phase_2_1/model_context.csv,retained structured model input,2.5,2.5,identity,Not directly derived from current DHS microdata.
gh-volta,baseline_complication_rate,MODEL_INPUT,pre_hybrid_phase_2_1/model_context.csv,retained structured model input,0.15,0.15,identity,Not directly derived from current DHS microdata.
gh-volta,wealth_quintiles_mmr,MODEL_INPUT,pre_hybrid_phase_2_1/model_context.csv,retained structured model input,"{""q1_poorest"": 490, ""q2_poor"": 405, ""q3_middle"": 330, ""q4_richer"": 265, ""q5_richest"": 180}","{""q1_poorest"": 490, ""q2_poor"": 405, ""q3_middle"": 330, ""q4_richer"": 265, ""q5_richest"": 180}",identity,Not directly derived from current DHS microdata.
gh-ashanti,community_trust_baseline,MODEL_INPUT,pre_hybrid_phase_2_1/model_context.csv,retained structured model input,0.72,0.72,identity,Not directly derived from current DHS microdata.
gh-ashanti,facility_delivery_fee_usd,MODEL_INPUT,pre_hybrid_phase_2_1/model_context.csv,retained structured model input,2.5,2.5,identity,Not directly derived from current DHS microdata.
gh-ashanti,baseline_complication_rate,MODEL_INPUT,pre_hybrid_phase_2_1/model_context.csv,retained structured model input,0.15,0.15,identity,Not directly derived from current DHS microdata.
gh-ashanti,wealth_quintiles_mmr,MODEL_INPUT,pre_hybrid_phase_2_1/model_context.csv,retained structured model input,"{""q1_poorest"": 410, ""q2_poor"": 340, ""q3_middle"": 275, ""q4_richer"": 220, ""q5_richest"": 150}","{""q1_poorest"": 410, ""q2_poor"": 340, ""q3_middle"": 275, ""q4_richer"": 220, ""q5_richest"": 150}",identity,Not directly derived from current DHS microdata.
gh-accra,community_trust_baseline,MODEL_INPUT,pre_hybrid_phase_2_1/model_context.csv,retained structured model input,0.72,0.72,identity,Not directly derived from current DHS microdata.
gh-accra,facility_delivery_fee_usd,MODEL_INPUT,pre_hybrid_phase_2_1/model_context.csv,retained structured model input,2.5,2.5,identity,Not directly derived from current DHS microdata.
gh-accra,baseline_complication_rate,MODEL_INPUT,pre_hybrid_phase_2_1/model_context.csv,retained structured model input,0.15,0.15,identity,Not directly derived from current DHS microdata.
gh-accra,wealth_quintiles_mmr,MODEL_INPUT,pre_hybrid_phase_2_1/model_context.csv,retained structured model input,"{""q1_poorest"": 360, ""q2_poor"": 295, ""q3_middle"": 240, ""q4_richer"": 195, ""q5_richest"": 135}","{""q1_poorest"": 360, ""q2_poor"": 295, ""q3_middle"": 240, ""q4_richer"": 195, ""q5_richest"": 135}",identity,Not directly derived from current DHS microdata.
et-somali,community_trust_baseline,MODEL_INPUT,pre_hybrid_phase_2_1/model_context.csv,retained structured model input,0.72,0.72,identity,Not directly derived from current DHS microdata.
et-somali,facility_delivery_fee_usd,MODEL_INPUT,pre_hybrid_phase_2_1/model_context.csv,retained structured model input,18,18,identity,Not directly derived from current DHS microdata.
et-somali,baseline_complication_rate,MODEL_INPUT,pre_hybrid_phase_2_1/model_context.csv,retained structured model input,0.15,0.15,identity,Not directly derived from current DHS microdata.
et-somali,wealth_quintiles_mmr,MODEL_INPUT,pre_hybrid_phase_2_1/model_context.csv,retained structured model input,"{""q1_poorest"": 940, ""q2_poor"": 805, ""q3_middle"": 655, ""q4_richer"": 495, ""q5_richest"": 350}","{""q1_poorest"": 940, ""q2_poor"": 805, ""q3_middle"": 655, ""q4_richer"": 495, ""q5_richest"": 350}",identity,Not directly derived from current DHS microdata.
et-afar,community_trust_baseline,MODEL_INPUT,pre_hybrid_phase_2_1/model_context.csv,retained structured model input,0.72,0.72,identity,Not directly derived from current DHS microdata.
et-afar,facility_delivery_fee_usd,MODEL_INPUT,pre_hybrid_phase_2_1/model_context.csv,retained structured model input,18,18,identity,Not directly derived from current DHS microdata.
et-afar,baseline_complication_rate,MODEL_INPUT,pre_hybrid_phase_2_1/model_context.csv,retained structured model input,0.15,0.15,identity,Not directly derived from current DHS microdata.
et-afar,wealth_quintiles_mmr,MODEL_INPUT,pre_hybrid_phase_2_1/model_context.csv,retained structured model input,"{""q1_poorest"": 975, ""q2_poor"": 835, ""q3_middle"": 680, ""q4_richer"": 515, ""q5_richest"": 365}","{""q1_poorest"": 975, ""q2_poor"": 835, ""q3_middle"": 680, ""q4_richer"": 515, ""q5_richest"": 365}",identity,Not directly derived from current DHS microdata.
et-oromia,community_trust_baseline,MODEL_INPUT,pre_hybrid_phase_2_1/model_context.csv,retained structured model input,0.72,0.72,identity,Not directly derived from current DHS microdata.
et-oromia,facility_delivery_fee_usd,MODEL_INPUT,pre_hybrid_phase_2_1/model_context.csv,retained structured model input,18,18,identity,Not directly derived from current DHS microdata.
et-oromia,baseline_complication_rate,MODEL_INPUT,pre_hybrid_phase_2_1/model_context.csv,retained structured model input,0.15,0.15,identity,Not directly derived from current DHS microdata.
et-oromia,wealth_quintiles_mmr,MODEL_INPUT,pre_hybrid_phase_2_1/model_context.csv,retained structured model input,"{""q1_poorest"": 595, ""q2_poor"": 490, ""q3_middle"": 410, ""q4_richer"": 325, ""q5_richest"": 225}","{""q1_poorest"": 595, ""q2_poor"": 490, ""q3_middle"": 410, ""q4_richer"": 325, ""q5_richest"": 225}",identity,Not directly derived from current DHS microdata.
et-amhara,community_trust_baseline,MODEL_INPUT,pre_hybrid_phase_2_1/model_context.csv,retained structured model input,0.72,0.72,identity,Not directly derived from current DHS microdata.
et-amhara,facility_delivery_fee_usd,MODEL_INPUT,pre_hybrid_phase_2_1/model_context.csv,retained structured model input,18,18,identity,Not directly derived from current DHS microdata.
et-amhara,baseline_complication_rate,MODEL_INPUT,pre_hybrid_phase_2_1/model_context.csv,retained structured model input,0.15,0.15,identity,Not directly derived from current DHS microdata.
et-amhara,wealth_quintiles_mmr,MODEL_INPUT,pre_hybrid_phase_2_1/model_context.csv,retained structured model input,"{""q1_poorest"": 630, ""q2_poor"": 520, ""q3_middle"": 435, ""q4_richer"": 340, ""q5_richest"": 240}","{""q1_poorest"": 630, ""q2_poor"": 520, ""q3_middle"": 435, ""q4_richer"": 340, ""q5_richest"": 240}",identity,Not directly derived from current DHS microdata.
et-tigray,community_trust_baseline,MODEL_INPUT,pre_hybrid_phase_2_1/model_context.csv,retained structured model input,0.72,0.72,identity,Not directly derived from current DHS microdata.
et-tigray,facility_delivery_fee_usd,MODEL_INPUT,pre_hybrid_phase_2_1/model_context.csv,retained structured model input,18,18,identity,Not directly derived from current DHS microdata.
et-tigray,baseline_complication_rate,MODEL_INPUT,pre_hybrid_phase_2_1/model_context.csv,retained structured model input,0.15,0.15,identity,Not directly derived from current DHS microdata.
